unix,date,symbol,open,high,low,close,Volume USD,Volume BTC,is higher lower
1561028400,2019-06-20 12:00:00,BTC/USD,9245.0,9284.97,9211.08,9269.3,1734496.86,187.51,1
1561042800,2019-06-20 16:00:00,BTC/USD,9370.94,9440.0,9248.15,9390.0,4479572.7,477.95,1
1561053600,2019-06-20 19:00:00,BTC/USD,9368.0,9467.57,9288.0,9428.82,4289494.21,456.16,1
1561060800,2019-06-20 21:00:00,BTC/USD,9541.4,9600.0,9398.01,9569.82,8965768.51,938.17,1
1561075200,2019-06-21 01:00:00,BTC/USD,9534.99,9600.0,9462.71,9579.92,1547714.61,161.77,1
1561082400,2019-06-21 03:00:00,BTC/USD,9736.96,9800.0,9579.92,9710.29,6089031.86,624.38,0
1561096800,2019-06-21 07:00:00,BTC/USD,9759.44,9779.92,9658.58,9692.9,2851045.36,293.96,1
1561107600,2019-06-21 10:00:00,BTC/USD,9728.11,9815.77,9674.09,9797.03,6513209.92,667.72,1
1561114800,2019-06-21 12:00:00,BTC/USD,9783.19,9863.57,9730.0,9832.91,6148161.05,625.56,0
1561122000,2019-06-21 14:00:00,BTC/USD,9837.32,9924.1,9684.66,9766.48,12892707.82,1317.22,1
1561129200,2019-06-21 16:00:00,BTC/USD,9820.54,9851.23,9725.0,9805.0,6119851.64,622.96,1
1561136400,2019-06-21 18:00:00,BTC/USD,9875.0,9942.52,9805.0,9920.85,5704431.11,575.85,1
1561147200,2019-06-21 21:00:00,BTC/USD,9906.8,9962.48,9828.88,9938.42,2106823.23,212.75,1
1561158000,2019-06-22 00:00:00,BTC/USD,9916.17,10229.49,9845.9,10222.12,12249077.6,1218.3,1
1561165200,2019-06-22 02:00:00,BTC/USD,10159.01,10488.13,10085.5,10488.11,7084382.8,684.22,1
1561168800,2019-06-22 03:00:00,BTC/USD,10488.11,10831.2,10373.21,10743.04,13661158.92,1282.23,0
1561176000,2019-06-22 05:00:00,BTC/USD,10572.49,10915.61,10488.13,10649.99,6292981.25,593.29,1
1561186800,2019-06-22 08:00:00,BTC/USD,10785.28,10795.0,10642.73,10661.97,4134274.29,385.44,1
1561201200,2019-06-22 12:00:00,BTC/USD,10927.94,10960.34,10646.44,10879.85,3607092.37,331.53,1
1561204800,2019-06-22 13:00:00,BTC/USD,10879.85,11200.0,10879.21,11126.06,12329537.2,1113.48,0
1561212000,2019-06-22 15:00:00,BTC/USD,11116.65,11191.59,10255.07,10775.0,18967490.68,1772.06,0
1561222800,2019-06-22 18:00:00,BTC/USD,10899.34,10986.22,10646.44,10701.56,6235452.63,577.29,0
1561230000,2019-06-22 20:00:00,BTC/USD,10610.34,10800.14,10455.0,10666.01,6571048.7,619.17,0
1561240800,2019-06-22 23:00:00,BTC/USD,10564.7,10727.53,10370.0,10480.88,5915163.71,565.54,1
1561255200,2019-06-23 03:00:00,BTC/USD,10828.57,10888.39,10476.65,10660.0,2040912.7,190.26,0
1561280400,2019-06-23 10:00:00,BTC/USD,10659.99,10770.0,10540.63,10619.6,2337429.93,220.46,0
1561294800,2019-06-23 14:00:00,BTC/USD,10679.92,10721.96,10483.33,10607.51,2082944.13,196.2,1
1561312800,2019-06-23 19:00:00,BTC/USD,10711.59,10850.0,10605.11,10839.32,5136307.41,476.06,1
1561320000,2019-06-23 21:00:00,BTC/USD,10972.59,11092.51,10839.32,11027.29,7651785.62,694.38,0
1561323600,2019-06-23 22:00:00,BTC/USD,11027.29,11247.62,10809.18,10888.39,12797588.29,1160.56,0
1561330800,2019-06-24 00:00:00,BTC/USD,10857.44,11011.69,10723.94,10831.95,3459371.39,320.71,0
1561338000,2019-06-24 02:00:00,BTC/USD,10650.0,10844.47,10551.51,10631.54,3228487.63,303.88,1
1561352400,2019-06-24 06:00:00,BTC/USD,10780.14,10828.01,10586.77,10791.05,3328649.09,308.16,1
1561366800,2019-06-24 10:00:00,BTC/USD,10876.47,10937.64,10686.5,10876.26,4599751.22,423.13,0
1561377600,2019-06-24 13:00:00,BTC/USD,10881.26,10971.04,10762.7,10863.1,4217603.59,387.19,1
1561388400,2019-06-24 16:00:00,BTC/USD,10936.08,10965.0,10765.9,10910.01,2881370.19,263.93,1
1561399200,2019-06-24 19:00:00,BTC/USD,11021.23,11099.0,10910.01,10965.44,4180659.62,379.76,0
1561406400,2019-06-24 21:00:00,BTC/USD,10895.6,11013.73,10800.0,10849.67,4066010.3,373.58,1
1561420800,2019-06-25 01:00:00,BTC/USD,11029.63,11127.0,10846.67,11044.02,3415319.07,308.39,1
1561435200,2019-06-25 05:00:00,BTC/USD,11136.71,11219.57,11042.03,11207.34,4850268.25,434.11,1
1561438800,2019-06-25 06:00:00,BTC/USD,11207.34,11348.0,11200.96,11296.7,14199512.9,1260.4,0
1561442400,2019-06-25 07:00:00,BTC/USD,11296.7,11381.47,11230.18,11259.51,11808836.16,1043.13,1
1561453200,2019-06-25 10:00:00,BTC/USD,11286.55,11379.76,11247.62,11335.98,3627402.66,320.83,1
1561460400,2019-06-25 12:00:00,BTC/USD,11405.01,11470.81,11310.0,11385.81,7631222.89,670.13,0
1561464000,2019-06-25 13:00:00,BTC/USD,11385.81,11409.42,11059.0,11200.11,13578052.69,1210.66,1
1561474800,2019-06-25 16:00:00,BTC/USD,11274.41,11395.64,11182.71,11350.01,4702157.6,414.92,0
1561482000,2019-06-25 18:00:00,BTC/USD,11334.51,11433.47,11211.87,11333.05,7230319.59,639.47,1
1561496400,2019-06-25 22:00:00,BTC/USD,11359.8,11579.0,11300.01,11555.0,7008647.11,610.86,1
1561503600,2019-06-26 00:00:00,BTC/USD,11658.55,11796.37,11506.97,11751.01,7104023.53,607.27,1
1561507200,2019-06-26 01:00:00,BTC/USD,11751.01,11972.1,11647.07,11923.29,15480404.51,1308.02,1
1561518000,2019-06-26 04:00:00,BTC/USD,11895.43,12256.51,11770.0,12248.92,16041374.24,1326.79,1
1561521600,2019-06-26 05:00:00,BTC/USD,12248.92,12460.06,12131.98,12438.75,13294267.31,1080.53,0
1561525200,2019-06-26 06:00:00,BTC/USD,12438.75,12935.58,12367.08,12424.32,24769844.18,1959.52,1
1561532400,2019-06-26 08:00:00,BTC/USD,12723.0,12760.81,12414.48,12440.0,13173616.52,1046.4,0
1561539600,2019-06-26 10:00:00,BTC/USD,12561.7,12600.0,12152.8,12327.47,20271889.97,1637.71,1
1561543200,2019-06-26 11:00:00,BTC/USD,12327.47,12616.6,12210.77,12616.6,11554823.02,927.38,1
1561550400,2019-06-26 13:00:00,BTC/USD,12635.57,12839.05,12533.49,12820.54,14121212.4,1115.9,1
1561554000,2019-06-26 14:00:00,BTC/USD,12820.54,12920.0,12727.93,12896.07,18637241.57,1452.74,0
1561557600,2019-06-26 15:00:00,BTC/USD,12896.07,12923.78,12661.54,12769.36,19586559.53,1524.47,1
1561561200,2019-06-26 16:00:00,BTC/USD,12769.36,12894.56,12712.53,12840.0,15873766.16,1239.42,1
1561564800,2019-06-26 17:00:00,BTC/USD,12840.0,13564.05,12770.64,13564.05,43517023.82,3285.51,0
1561568400,2019-06-26 18:00:00,BTC/USD,13564.05,13564.05,13125.0,13449.47,22656827.66,1695.13,1
1561572000,2019-06-26 19:00:00,BTC/USD,13449.47,13880.0,13354.27,13805.0,36364119.13,2661.81,1
1561575600,2019-06-26 20:00:00,BTC/USD,13805.0,13857.31,13550.0,13837.96,24010619.06,1747.67,0
1561579200,2019-06-26 21:00:00,BTC/USD,13837.96,13842.42,11853.12,12725.0,57137177.19,4550.52,0
1561582800,2019-06-26 22:00:00,BTC/USD,12725.0,12798.83,11794.07,12461.63,46330731.26,3790.11,0
1561586400,2019-06-26 23:00:00,BTC/USD,12461.63,12577.37,12130.43,12428.99,12197402.32,985.71,1
1561590000,2019-06-27 00:00:00,BTC/USD,12428.99,12975.0,12428.45,12920.54,18217491.13,1426.56,1
1561593600,2019-06-27 01:00:00,BTC/USD,12920.54,13355.61,12712.23,13097.09,17368232.55,1322.07,0
1561597200,2019-06-27 02:00:00,BTC/USD,13097.09,13269.53,12398.0,12711.46,19901407.03,1556.41,1
1561604400,2019-06-27 04:00:00,BTC/USD,12756.1,12839.05,12453.84,12805.34,3605152.85,283.54,0
1561611600,2019-06-27 06:00:00,BTC/USD,12849.69,13000.34,12558.64,12802.78,7949483.48,624.95,0
1561615200,2019-06-27 07:00:00,BTC/USD,12802.78,12810.37,12080.0,12364.95,18722413.47,1515.96,0
1561618800,2019-06-27 08:00:00,BTC/USD,12364.95,12515.2,12215.59,12347.63,12056346.76,975.03,0
1561622400,2019-06-27 09:00:00,BTC/USD,12347.63,12394.51,11811.0,11847.1,17775117.41,1471.77,0
1561626000,2019-06-27 10:00:00,BTC/USD,11847.1,11956.15,11200.0,11776.94,50362267.53,4351.87,0
1561629600,2019-06-27 11:00:00,BTC/USD,11776.94,12032.02,11647.75,11709.98,17343130.4,1463.06,1
1561633200,2019-06-27 12:00:00,BTC/USD,11709.98,12111.4,11694.84,12078.66,14070059.4,1178.17,0
1561636800,2019-06-27 13:00:00,BTC/USD,12078.66,12183.18,11618.7,11695.14,10990300.32,923.32,0
1561640400,2019-06-27 14:00:00,BTC/USD,11695.14,11808.73,11512.0,11607.65,14607140.37,1252.68,1
1561644000,2019-06-27 15:00:00,BTC/USD,11607.65,11912.46,11333.93,11912.46,23821164.38,2048.37,0
1561647600,2019-06-27 16:00:00,BTC/USD,11912.46,11942.24,11532.0,11632.09,11557926.27,990.31,0
1561651200,2019-06-27 17:00:00,BTC/USD,11632.09,11751.45,10800.0,10907.52,31707510.43,2853.44,0
1561654800,2019-06-27 18:00:00,BTC/USD,10907.52,10930.0,10378.55,10806.65,39123201.83,3669.88,1
1561658400,2019-06-27 19:00:00,BTC/USD,10806.65,11052.73,10661.89,10998.07,13656701.82,1251.13,0
1561662000,2019-06-27 20:00:00,BTC/USD,10998.07,10999.75,10577.0,10818.1,15179041.73,1414.12,0
1561665600,2019-06-27 21:00:00,BTC/USD,10818.1,10877.6,10300.0,10668.77,22138399.5,2101.11,1
1561669200,2019-06-27 22:00:00,BTC/USD,10668.77,10806.99,10358.0,10715.14,14953455.64,1410.84,1
1561672800,2019-06-27 23:00:00,BTC/USD,10715.14,11135.84,10715.11,11100.0,13213075.79,1205.23,1
1561676400,2019-06-28 00:00:00,BTC/USD,11100.0,11332.19,10943.27,11153.74,11630769.6,1043.59,1
1561683600,2019-06-28 02:00:00,BTC/USD,11463.5,11525.0,11035.0,11246.32,11180162.77,982.23,0
1561690800,2019-06-28 04:00:00,BTC/USD,10939.29,11343.81,10800.0,11103.0,7363175.21,671.4,1
1561698000,2019-06-28 06:00:00,BTC/USD,11014.82,11135.84,10739.1,11112.91,8277673.37,757.46,1
1561701600,2019-06-28 07:00:00,BTC/USD,11112.91,11462.15,11112.91,11307.27,10856793.83,961.08,0
1561705200,2019-06-28 08:00:00,BTC/USD,11307.27,11540.98,11191.59,11253.07,15940144.34,1403.9,1
1561712400,2019-06-28 10:00:00,BTC/USD,11653.97,11912.46,11253.07,11870.02,14945067.39,1266.41,0
1561716000,2019-06-28 11:00:00,BTC/USD,11870.02,11991.44,11681.14,11840.62,11891958.65,1005.25,0
1561723200,2019-06-28 13:00:00,BTC/USD,12075.08,12100.0,11555.99,11633.3,15718046.74,1335.38,1
1561726800,2019-06-28 14:00:00,BTC/USD,11633.3,11882.41,11530.0,11871.5,11653585.6,996.65,1
1561734000,2019-06-28 16:00:00,BTC/USD,11708.0,11986.99,11648.81,11896.29,7078308.18,595.14,0
1561741200,2019-06-28 18:00:00,BTC/USD,11900.1,11980.66,11718.69,11824.63,4413084.4,373.92,1
1561748400,2019-06-28 20:00:00,BTC/USD,11917.72,12336.24,11783.31,12320.0,11493423.77,942.54,0
1561752000,2019-06-28 21:00:00,BTC/USD,12320.0,12398.0,12091.23,12200.39,13266225.92,1085.43,1
1561759200,2019-06-28 23:00:00,BTC/USD,12278.42,12350.0,12137.39,12301.73,4636091.24,378.65,0
1561770000,2019-06-29 02:00:00,BTC/USD,12200.0,12447.46,11882.29,11882.29,5589214.79,462.54,0
1561773600,2019-06-29 03:00:00,BTC/USD,11882.29,11888.91,11503.24,11715.59,19958953.39,1708.48,0
1561780800,2019-06-29 05:00:00,BTC/USD,11463.33,11733.45,11317.03,11612.05,6283524.22,547.5,1
1561788000,2019-06-29 07:00:00,BTC/USD,11513.25,11811.0,11431.0,11780.86,10757051.56,922.29,0
1561798800,2019-06-29 10:00:00,BTC/USD,11630.4,11871.57,11555.0,11584.54,2854680.86,245.12,1
1561809600,2019-06-29 13:00:00,BTC/USD,11934.92,12073.19,11503.24,12047.44,6273891.11,523.31,0
1561820400,2019-06-29 16:00:00,BTC/USD,11916.83,12170.5,11794.07,11869.16,5277536.93,441.75,1
1561827600,2019-06-29 18:00:00,BTC/USD,11807.78,12008.04,11612.96,11963.59,3335502.14,280.86,1
1561838400,2019-06-29 21:00:00,BTC/USD,11851.93,12250.0,11706.06,12125.69,7344056.54,608.26,0
1561849200,2019-06-30 00:00:00,BTC/USD,12021.16,12216.21,11797.27,11858.62,2780982.96,233.27,1
1561867200,2019-06-30 05:00:00,BTC/USD,12126.26,12200.06,11858.62,12028.03,2431936.99,201.56,0
1561878000,2019-06-30 08:00:00,BTC/USD,11886.98,12115.58,11616.65,11682.42,11218851.6,955.94,0
1561888800,2019-06-30 11:00:00,BTC/USD,11750.86,11849.84,11388.92,11487.06,12926353.91,1124.23,0
1561899600,2019-06-30 14:00:00,BTC/USD,11545.65,11598.23,10966.02,11072.52,13501091.6,1204.88,1
1561903200,2019-06-30 15:00:00,BTC/USD,11072.52,11189.97,10870.0,11145.54,13722427.19,1242.08,1
1561910400,2019-06-30 17:00:00,BTC/USD,11047.42,11256.37,10813.23,11197.01,15403199.82,1399.51,0
1561917600,2019-06-30 19:00:00,BTC/USD,11278.19,11347.0,11130.01,11178.26,5675000.62,507.12,1
1561928400,2019-06-30 22:00:00,BTC/USD,11380.0,11423.0,11080.37,11262.6,3350316.47,295.52,0
1561932000,2019-06-30 23:00:00,BTC/USD,11262.6,11278.87,10809.41,10911.33,10614027.63,963.54,0
1561935600,2019-07-01 00:00:00,BTC/USD,10911.33,10993.99,10651.3,10760.1,12473320.25,1152.81,1
1561939200,2019-07-01 01:00:00,BTC/USD,10760.1,11017.66,10606.59,11009.19,12811674.96,1179.29,0
1561946400,2019-07-01 03:00:00,BTC/USD,10884.35,11080.37,10789.5,10984.73,5972641.67,547.71,1
1561953600,2019-07-01 05:00:00,BTC/USD,11070.0,11200.41,10948.62,11055.38,8014809.33,724.25,0
1561957200,2019-07-01 06:00:00,BTC/USD,11055.38,11115.79,10861.24,10979.51,14513181.02,1321.53,0
1561964400,2019-07-01 08:00:00,BTC/USD,10864.95,11052.42,10780.18,10886.78,5475892.5,503.09,1
1561971600,2019-07-01 10:00:00,BTC/USD,11066.96,11108.07,10859.49,11014.05,13160862.0,1193.21,0
1561975200,2019-07-01 11:00:00,BTC/USD,11014.05,11080.14,10807.13,10908.35,15449790.49,1415.58,0
1561982400,2019-07-01 13:00:00,BTC/USD,10947.92,10983.86,10461.97,10600.04,16493335.7,1550.17,0
1561989600,2019-07-01 15:00:00,BTC/USD,10519.39,10687.53,10150.0,10189.59,14686921.25,1409.19,1
1561993200,2019-07-01 16:00:00,BTC/USD,10189.59,10351.0,9950.0,10351.0,25667305.49,2522.45,0
1561996800,2019-07-01 17:00:00,BTC/USD,10351.0,10432.97,10222.0,10279.9,12769706.47,1235.48,0
1562004000,2019-07-01 19:00:00,BTC/USD,10255.02,10375.37,10131.33,10262.73,6621311.3,646.12,0
1562007600,2019-07-01 20:00:00,BTC/USD,10262.73,10273.46,9970.51,10189.99,15638359.25,1548.12,1
1562011200,2019-07-01 21:00:00,BTC/USD,10189.99,10559.17,10189.99,10471.52,10877415.26,1047.87,0
1562018400,2019-07-01 23:00:00,BTC/USD,10560.24,10593.4,10411.21,10455.33,7005108.85,667.89,0
1562025600,2019-07-02 01:00:00,BTC/USD,10577.43,10661.1,10320.0,10320.0,6177118.75,588.49,0
1562036400,2019-07-02 04:00:00,BTC/USD,10233.31,10389.36,10167.33,10298.31,4499334.43,438.21,0
1562040000,2019-07-02 05:00:00,BTC/USD,10298.31,10350.74,9777.18,9904.04,27254793.7,2746.48,0
1562047200,2019-07-02 07:00:00,BTC/USD,9791.31,9946.62,9713.0,9772.69,9342604.61,953.35,1
1562054400,2019-07-02 09:00:00,BTC/USD,9838.05,10267.76,9760.77,10193.56,16238652.59,1616.32,0
1562061600,2019-07-02 11:00:00,BTC/USD,10156.67,10306.41,9998.44,10026.5,4846445.56,480.92,0
1562065200,2019-07-02 12:00:00,BTC/USD,10026.5,10191.97,9614.08,9952.31,23076059.32,2337.54,0
1562072400,2019-07-02 14:00:00,BTC/USD,10013.44,10152.78,9853.45,9930.96,4841947.17,487.06,1
1562076000,2019-07-02 15:00:00,BTC/USD,9930.96,10540.62,9914.01,10532.0,14957767.82,1454.15,1
1562079600,2019-07-02 16:00:00,BTC/USD,10532.0,10640.9,10369.74,10601.1,14711465.39,1402.06,1
1562086800,2019-07-02 18:00:00,BTC/USD,10499.69,10753.3,10405.0,10725.0,6798378.54,638.91,1
1562094000,2019-07-02 20:00:00,BTC/USD,10699.99,10861.24,10581.0,10774.83,6483208.22,600.77,0
1562101200,2019-07-02 22:00:00,BTC/USD,10716.28,10942.63,10593.4,10675.94,4379363.75,410.84,1
1562112000,2019-07-03 01:00:00,BTC/USD,10828.9,11293.21,10661.77,11257.69,15661167.03,1410.07,1
1562115600,2019-07-03 02:00:00,BTC/USD,11257.69,11445.94,11202.07,11355.29,12628031.28,1114.39,0
1562119200,2019-07-03 03:00:00,BTC/USD,11355.29,11376.75,11118.1,11170.59,17263682.52,1533.33,1
1562126400,2019-07-03 05:00:00,BTC/USD,11330.46,11432.19,11118.06,11285.0,6137654.11,541.84,1
1562130000,2019-07-03 06:00:00,BTC/USD,11285.0,11574.99,11238.72,11494.4,13332821.54,1161.93,0
1562137200,2019-07-03 08:00:00,BTC/USD,11462.53,11525.0,11247.62,11262.44,11857616.76,1041.75,0
1562144400,2019-07-03 10:00:00,BTC/USD,11065.21,11341.41,10942.9,11260.0,10563420.32,953.63,0
1562151600,2019-07-03 12:00:00,BTC/USD,11356.41,11417.39,11120.0,11221.41,4241040.39,377.47,1
1562158800,2019-07-03 14:00:00,BTC/USD,11403.16,11474.55,11177.07,11271.29,7137651.06,627.68,1
1562166000,2019-07-03 16:00:00,BTC/USD,11396.71,11512.35,11209.76,11449.49,5318021.35,464.9,0
1562169600,2019-07-03 17:00:00,BTC/USD,11449.49,11480.45,11135.84,11197.95,12142560.17,1074.57,0
1562173200,2019-07-03 18:00:00,BTC/USD,11197.95,11371.92,11179.15,11179.15,12528655.35,1111.71,1
1562184000,2019-07-03 21:00:00,BTC/USD,11277.25,11445.44,11025.18,11386.09,3852276.98,339.27,1
1562191200,2019-07-03 23:00:00,BTC/USD,11407.72,12000.0,11319.0,11914.07,21169745.51,1792.92,1
1562194800,2019-07-04 00:00:00,BTC/USD,11914.07,12009.0,11822.58,11967.43,10812965.07,905.57,0
1562202000,2019-07-04 02:00:00,BTC/USD,11831.56,12061.04,11793.27,11903.0,7512350.24,630.75,0
1562209200,2019-07-04 04:00:00,BTC/USD,11913.0,11971.82,11835.0,11894.69,3599147.96,302.39,0
1562220000,2019-07-04 07:00:00,BTC/USD,11711.03,11908.8,11618.7,11780.04,5087819.92,432.8,1
1562227200,2019-07-04 09:00:00,BTC/USD,11709.32,11854.28,11637.76,11780.38,4446177.62,379.79,0
1562234400,2019-07-04 11:00:00,BTC/USD,11667.5,11786.53,11520.26,11620.0,5825882.4,502.24,1
1562245200,2019-07-04 14:00:00,BTC/USD,11793.04,11928.07,11600.0,11878.12,6427850.09,541.96,0
1562252400,2019-07-04 16:00:00,BTC/USD,11887.47,11938.0,11733.05,11770.4,5042210.84,425.56,1
1562266800,2019-07-04 20:00:00,BTC/USD,11847.57,11909.06,11654.0,11865.79,1259041.01,106.57,0
1562274000,2019-07-04 22:00:00,BTC/USD,11730.14,11866.71,11526.26,11561.88,2796074.03,239.82,0
1562281200,2019-07-05 00:00:00,BTC/USD,11621.2,11710.0,11052.74,11146.34,15736479.16,1400.14,1
1562288400,2019-07-05 02:00:00,BTC/USD,11166.25,11264.54,10965.0,11203.66,2567422.8,229.05,0
1562302800,2019-07-05 06:00:00,BTC/USD,11177.09,11269.25,11004.66,11131.64,3671453.69,328.7,0
1562306400,2019-07-05 07:00:00,BTC/USD,11131.64,11151.1,10801.0,10830.0,10629952.63,967.9,1
1562313600,2019-07-05 09:00:00,BTC/USD,10979.82,10979.82,10769.15,10897.36,4502566.3,412.05,1
1562320800,2019-07-05 11:00:00,BTC/USD,11228.78,11345.0,10887.04,11297.51,8068567.81,716.87,0
1562331600,2019-07-05 14:00:00,BTC/USD,11191.34,11313.05,11111.73,11173.49,4063561.54,363.24,1
1562338800,2019-07-05 16:00:00,BTC/USD,11365.48,11440.0,11171.98,11264.69,6129187.82,541.97,1
1562346000,2019-07-05 18:00:00,BTC/USD,11165.21,11331.47,11036.08,11304.1,6770438.9,606.03,0
1562353200,2019-07-05 20:00:00,BTC/USD,11233.74,11360.52,11084.95,11124.82,5416028.67,483.76,0
1562356800,2019-07-05 21:00:00,BTC/USD,11124.82,11176.51,10807.13,11035.33,10635131.86,970.77,0
1562367600,2019-07-06 00:00:00,BTC/USD,10955.25,11135.84,10828.22,10997.84,3774195.14,344.76,1
1562374800,2019-07-06 02:00:00,BTC/USD,11476.64,11477.41,10982.89,11399.99,1841533.96,161.65,0
1562389200,2019-07-06 06:00:00,BTC/USD,11437.58,11637.21,11300.0,11349.93,3002228.07,263.14,1
1562396400,2019-07-06 08:00:00,BTC/USD,11409.92,11508.35,11349.93,11448.05,7740663.91,675.38,0
1562403600,2019-07-06 10:00:00,BTC/USD,11343.76,11580.0,11303.93,11428.94,4195963.92,369.12,0
1562418000,2019-07-06 14:00:00,BTC/USD,11453.71,11529.7,11311.94,11394.31,2703148.28,237.15,1
1562428800,2019-07-06 17:00:00,BTC/USD,11624.36,11735.0,11359.64,11597.96,3329635.39,286.11,0
1562446800,2019-07-06 22:00:00,BTC/USD,11457.74,11625.0,11071.35,11168.97,8006347.61,711.64,1
1562464800,2019-07-07 03:00:00,BTC/USD,11232.15,11260.05,11050.0,11185.3,2132226.41,190.99,1
1562486400,2019-07-07 09:00:00,BTC/USD,11195.9,11319.29,11083.76,11199.84,2158554.4,193.3,1
1562500800,2019-07-07 13:00:00,BTC/USD,11349.0,11463.02,11162.69,11354.91,7143941.18,626.92,0
1562511600,2019-07-07 16:00:00,BTC/USD,11344.33,11433.08,11175.4,11252.25,5012848.92,444.44,1
1562518800,2019-07-07 18:00:00,BTC/USD,11199.0,11563.2,11138.88,11480.52,7485946.46,657.47,1
1562529600,2019-07-07 21:00:00,BTC/USD,11550.0,11627.0,11416.88,11518.59,5904976.92,511.1,0
1562554800,2019-07-08 04:00:00,BTC/USD,11401.69,11591.96,11332.19,11404.89,1315469.13,115.54,1
1562572800,2019-07-08 09:00:00,BTC/USD,11476.89,11790.0,11398.53,11790.0,6822448.85,590.48,1
1562576400,2019-07-08 10:00:00,BTC/USD,11790.0,11920.0,11764.66,11862.84,14417919.64,1216.05,1
1562583600,2019-07-08 12:00:00,BTC/USD,11924.0,12010.0,11835.21,11942.11,12473384.87,1043.53,0
1562590800,2019-07-08 14:00:00,BTC/USD,11889.85,11978.37,11847.49,11894.43,4000974.1,336.52,0
1562598000,2019-07-08 16:00:00,BTC/USD,11896.87,11941.11,11854.77,11886.8,6242759.49,524.54,1
1562605200,2019-07-08 18:00:00,BTC/USD,11872.41,11928.38,11788.72,11891.27,3867101.3,325.31,1
1562612400,2019-07-08 20:00:00,BTC/USD,11888.0,12258.83,11850.76,12215.21,22136393.24,1827.22,1
1562616000,2019-07-08 21:00:00,BTC/USD,12215.21,12300.0,12130.7,12217.75,13328900.81,1090.08,1
1562623200,2019-07-08 23:00:00,BTC/USD,12347.17,12367.08,12197.65,12328.96,4468280.3,362.55,1
1562634000,2019-07-09 02:00:00,BTC/USD,12270.13,12588.38,12238.68,12548.94,10538264.44,844.62,1
1562637600,2019-07-09 03:00:00,BTC/USD,12548.94,12750.0,12548.94,12664.23,14126038.66,1115.18,1
1562641200,2019-07-09 04:00:00,BTC/USD,12664.23,12883.48,12589.18,12677.98,12538217.42,986.78,1
1562648400,2019-07-09 06:00:00,BTC/USD,12730.1,12789.41,12602.81,12682.52,5176998.99,407.37,0
1562655600,2019-07-09 08:00:00,BTC/USD,12763.65,12832.82,12367.08,12454.76,15582833.06,1238.13,1
1562662800,2019-07-09 10:00:00,BTC/USD,12574.28,12699.48,12454.65,12698.79,3603020.85,285.59,0
1562666400,2019-07-09 11:00:00,BTC/USD,12698.79,12698.79,12030.43,12305.47,24435674.61,1985.35,1
1562673600,2019-07-09 13:00:00,BTC/USD,12315.95,12399.96,12213.9,12398.65,5080046.67,411.48,0
1562677200,2019-07-09 14:00:00,BTC/USD,12398.65,12455.0,12313.08,12394.12,12051476.33,971.28,0
1562680800,2019-07-09 15:00:00,BTC/USD,12394.12,12459.0,12275.0,12317.61,10537705.66,849.96,1
1562688000,2019-07-09 17:00:00,BTC/USD,12397.75,12600.63,12181.49,12560.57,6234557.38,497.79,0
1562698800,2019-07-09 20:00:00,BTC/USD,12590.86,12655.61,12274.79,12510.0,8043184.14,646.0,1
1562713200,2019-07-10 00:00:00,BTC/USD,12580.68,12679.76,12318.55,12567.23,2068523.46,164.35,1
1562716800,2019-07-10 01:00:00,BTC/USD,12567.23,12908.43,12537.67,12873.74,10614939.38,829.54,1
1562720400,2019-07-10 02:00:00,BTC/USD,12873.74,12990.0,12835.62,12909.88,11344894.62,878.9,1
1562724000,2019-07-10 03:00:00,BTC/USD,12909.88,13133.99,12909.88,13059.04,12279564.33,942.27,0
1562727600,2019-07-10 04:00:00,BTC/USD,13059.04,13152.52,12874.95,12979.19,11022475.65,848.71,0
1562738400,2019-07-10 07:00:00,BTC/USD,13047.07,13088.28,12905.45,12967.37,4577613.07,352.65,0
1562745600,2019-07-10 09:00:00,BTC/USD,12876.0,12993.06,12785.84,12946.77,4842147.18,375.33,1
1562756400,2019-07-10 12:00:00,BTC/USD,13004.61,13154.78,12904.35,13005.2,10644476.9,815.68,1
1562763600,2019-07-10 14:00:00,BTC/USD,13060.49,13200.0,12911.97,13066.97,7928614.85,605.32,0
1562767200,2019-07-10 15:00:00,BTC/USD,13066.97,13091.77,12500.0,12500.0,25338776.98,1981.27,0
1562770800,2019-07-10 16:00:00,BTC/USD,12500.0,12508.56,12092.27,12381.0,38210289.06,3096.78,0
1562778000,2019-07-10 18:00:00,BTC/USD,12303.6,12381.0,12030.17,12292.42,8919220.88,731.53,0
1562785200,2019-07-10 20:00:00,BTC/USD,12216.69,12329.7,11850.0,12050.0,10336956.37,857.93,0
1562788800,2019-07-10 21:00:00,BTC/USD,12050.0,12101.68,11618.7,11783.47,17998337.91,1527.12,1
1562792400,2019-07-10 22:00:00,BTC/USD,11783.47,11961.0,11550.0,11935.45,14155902.61,1204.81,1
1562796000,2019-07-10 23:00:00,BTC/USD,11935.45,12152.8,11787.0,12085.69,10555932.85,880.04,0
1562803200,2019-07-11 01:00:00,BTC/USD,12098.95,12199.55,11775.57,11915.51,8922056.64,750.4,0
1562814000,2019-07-11 04:00:00,BTC/USD,11975.0,12071.2,11618.7,11696.06,8604927.47,731.2,0
1562817600,2019-07-11 05:00:00,BTC/USD,11696.06,11737.87,11163.68,11383.77,30683251.58,2686.75,1
1562824800,2019-07-11 07:00:00,BTC/USD,11460.82,11568.44,11250.0,11568.44,8092625.66,706.01,0
