unix,date,symbol,open,high,low,close,Volume USD,Volume BTC,next close,awesomeOscillator,percentageOscillator,momentumStochRSI,ultimateOscillator,avgTrueRange,mAVG,ADX,MACD,weightedAVG,close_copy
1527008400,2018-05-22 18:00:00,BTC/USD,8225.38,8259.95,8170.0,8200.01,1691348.41,205.86,8076.99,-35.23805882352826,-0.3009110838770627,0.1027712406779683,-63.952983718350495,73.27559261538318,8284.6935,19.61924666043117,-25.014064614822928,8269.321333333333,8200.01
1527022800,2018-05-22 22:00:00,BTC/USD,8100.32,8232.04,8050.01,8076.99,3645274.58,451.55,7984.08,-76.660352941175,-0.4818974954376648,0.0,-66.61007070136985,70.32947885714157,8290.2595,19.748635884579617,-39.9748932886796,8218.617777777778,8076.99
1527030000,2018-05-23 00:00:00,BTC/USD,7964.73,8103.07,7951.41,7984.08,3050737.29,381.04,7900.61,-122.83888235294036,-0.7090255358422383,0.0,-85.97463555208239,67.16880179591716,8283.7135,20.627292687349343,-58.65240984752745,8159.270666666666,7984.08
1527037200,2018-05-23 02:00:00,BTC/USD,7949.35,8032.01,7861.32,7900.61,7145257.61,905.87,7900.0,-174.64188235294296,-0.9615353413664188,0.0,-95.29175225828844,65.7946016676374,8272.3945,21.803532064837416,-79.27596373440338,8094.690888888889,7900.61
1527048000,2018-05-23 05:00:00,BTC/USD,7960.0,7960.0,7865.0,7900.0,3770631.06,476.48,7856.37,-208.06364705882424,-1.1507123082211508,0.0,-119.11884830042548,65.33713011994904,8256.399500000001,23.232522933637107,-94.57924995649228,8041.244222222222,7900.0
1527058800,2018-05-23 08:00:00,BTC/USD,7943.07,7960.99,7811.62,7856.37,6050212.49,769.1,7847.1,-254.97005882352917,-1.3301688327793957,0.0,-93.8723661846087,65.02662082566694,8240.7145,24.5482152332574,-108.97163374922276,7989.582888888889,7856.37
1527069600,2018-05-23 11:00:00,BTC/USD,7852.68,7909.75,7808.0,7847.1,3225267.49,409.37,7887.0,-305.676882352941,-1.4662557926780897,0.0,-86.32650109858842,64.19471933811931,8217.869999999999,26.0124431489528,-119.74536311675456,7945.486888888889,7847.1
1527084000,2018-05-23 15:00:00,BTC/USD,7901.01,7949.27,7801.02,7887.0,3849142.84,488.69,7625.38,-324.65070588235176,-1.5177811256476468,0.1431422981862343,-74.41940693337622,66.90723938539651,8202.2755,26.894427037707818,-123.63879366833498,7919.883333333333,7887.0
1527091200,2018-05-23 17:00:00,BTC/USD,7710.02,7906.0,7553.6,7625.38,14845922.51,1946.82,7516.28,-335.3750588235307,-1.8026638168499995,0.0,-105.55598746876596,63.48529371501104,8166.7145,27.94041524917058,-146.15018462848093,7848.911333333334,7625.38
1527094800,2018-05-23 18:00:00,BTC/USD,7625.38,7637.06,7435.49,7516.28,13613355.32,1809.02,7495.31,-374.5824705882351,-2.118452409410528,0.0,-115.29580167061768,59.78491559251027,8126.924000000001,29.983059685604854,-170.8249190316892,7768.222000000001,7516.28
