unix,date,symbol,open,high,low,close,Volume USD,Volume BTC,next close,awesomeOscillator,percentageOscillator,momentumStochRSI,ultimateOscillator,avgTrueRange,mAVG,ADX,MACD,weightedAVG,close_copy
1526371200,2018-05-15 09:00:00,BTC/USD,8739.0,8796.68,8660.53,8728.49,7986062.84,917.79,8795.9,0.47033689318147054,0.6550122327180259,0.0,0.9667805621417752,0.0,0.09011897798066623,0.0,0.5151486088111533,0.0,0.09075614803438602
1526378400,2018-05-15 11:00:00,BTC/USD,8708.32,8865.0,8695.11,8795.9,11101273.74,1260.69,8759.23,0.47033689318147054,0.6585202382242706,0.0,0.9657703350147717,0.0,0.0906783333430694,0.0,0.5165400441050959,0.0,0.09185283762941944
1526389200,2018-05-15 14:00:00,BTC/USD,8760.0,8821.19,8700.0,8759.23,6380081.87,730.67,8517.77,0.47033689318147054,0.6593194568588197,0.0,0.9161857725178151,0.0,0.09066193133892042,0.0,0.5168574238168354,0.0,0.09125625540942427
1526392800,2018-05-15 15:00:00,BTC/USD,8759.23,8761.7,8467.42,8517.77,11484106.74,1341.75,8535.23,0.47033689318147054,0.647320149437764,0.0,0.6758286806335929,0.0,0.08965193575291272,0.0,0.5121025423173787,0.0,0.08732795590465096
1526400000,2018-05-15 17:00:00,BTC/USD,8520.3,8589.1,8477.89,8535.23,3298228.22,385.69,8526.65,0.47033689318147054,0.6388852849109343,0.0,0.7513061694058828,0.0,0.08910389030534344,0.0,0.5087723192783806,0.0,0.0876120116876102
1526407200,2018-05-15 19:00:00,BTC/USD,8546.34,8579.48,8400.0,8526.65,7443239.63,877.26,8512.1,0.4690462065827183,0.6319869964722892,0.0,0.7674705767122871,0.0,0.088714794937442,0.0,0.5060587314183154,0.0,0.08747242413790858
1526414400,2018-05-15 21:00:00,BTC/USD,8555.6,8583.6,8451.05,8512.1,5192991.59,610.97,8326.28,0.465397499772984,0.6260587813736271,0.0,0.7803236541592279,0.0,0.08840237449368185,0.0,0.5037359573394377,0.0,0.08723571098544254
1526432400,2018-05-16 02:00:00,BTC/USD,8455.92,8557.51,8275.02,8326.28,8931481.69,1070.93,8133.43,0.46189435079001634,0.6119113997754068,0.0,0.713436886945774,0.0,0.0877825844039942,0.0,0.49821059793625466,0.0,0.08421261559085556
1526436000,2018-05-16 03:00:00,BTC/USD,8326.28,8339.81,8100.01,8133.43,13978603.77,1710.2,8220.4,0.457146514426228,0.590972816580248,0.0,0.5416821040225038,0.0,0.08694491819406852,0.0,0.49009394865804085,0.13151769333466065,0.08107514951160626
1526446800,2018-05-16 06:00:00,BTC/USD,8229.38,8252.72,8122.56,8220.4,5090356.15,620.93,8207.48,0.45429116096225086,0.5797821489193211,0.0,0.6739178437513605,0.0,0.08641911733076582,0.0,0.4858154543467044,0.1305305410208681,0.08249005967449093
1526457600,2018-05-16 09:00:00,BTC/USD,8232.99,8267.12,8176.91,8207.48,3710007.82,450.97,8373.0,0.4510329737806927,0.5710849181393866,0.0,0.7475063085977776,0.0,0.08596942431472884,0.0,0.4825309520222635,0.12967902919835272,0.08227986490267915
1526468400,2018-05-16 12:00:00,BTC/USD,8371.13,8455.66,8207.48,8373.0,2680259.87,319.29,8179.99,0.44945331105347563,0.574081969880502,0.0,0.8281373298602889,0.0,0.08582358904926302,0.0,0.48374589607260654,0.12954693368711864,0.08497270070997677
